dt,tweet,User,local
2021-01-05 11:04:44,41-year-old Sonia Acevedo had received the vaccine on December 30 and died on January 1 at her residence https://t.co/80DUmI0kwa,NENowNews,"गुवाहाटी, भारत"
2021-01-05 11:03:34,That's me done. Pfizer Biontec-covid vaccine. We will see what gonna happen. #coronaviruseffect😋🤭  #coronaholiday😭… https://t.co/gUdOjdaCIC,soniavi,London
2021-01-05 11:03:11,@richardheesbeen @andygrabill55 @margabult Severe allergic reactions have been reported following the Pfizer-BioNTe… https://t.co/11k6TXmBEY,Woepsie76,
2021-01-05 12:59:18,Portuguese woman dies two days after Covid-19 Pfizer jab https://t.co/mkhr445tqp #Algarvenews #portugal #vaccine… https://t.co/ni692v4fOh,algarve_news,Algarve
2021-01-05 12:58:44,"@Samfr Opening up must be based on low prevalence of covid in the community regardless of age protected, we cannot… https://t.co/aELcerEiyL",jamrock78,"Tenbury wells, England"
2021-01-05 12:56:49,"The EU is negotiating with Pfizer and BioNTech on a deal that could double their supply of Covid-19 vaccine, source… https://t.co/5OyoPSsC4e",shehzadyounis,Thinkstan
2021-01-05 12:56:41,"@SkyNews @HMRCgovuk Please read, if only the first paragraph:  https://t.co/CLqJ0Y5rSy",ikilla747,
2021-01-05 12:56:30,3rd shipment of COVID-19 vaccine arrives in Hungary #Hungary #Coronavirus #Vaccine #Biontech #Pfizer https://t.co/gByX1cZGb1,bbj_hu,Hungary
2021-01-05 12:55:51,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/g6NQvJ4eE2 via @MailOnline",vertigo_land,in the sticks
2021-01-05 12:55:21,"The EU is negotiating with Pfizer and BioNTech on a deal that could double their supply of Covid-19 vaccine, source… https://t.co/PmPmb3Yh09",marketstodays,"Tamil Nadu, India"
2021-01-05 12:54:54,@PresidentFuchs has received his first does of the Pfizer COVID-19 vaccine. @WUFTNews https://t.co/Ochyzmso9X,CamronLunn,"Gainesville, FL"
2021-01-05 12:54:40,Portuguese Nurse Dies Suddenly After Receiving Pfizer Covid Vaccine lol https://t.co/7jfHCj1qho,GuyFromV,Cascadia
2021-01-05 12:54:25,#CrimesAgainstHumanity #PCRGATE #GreatReset  https://t.co/7Lup9gqEIV   https://t.co/2JJKbdAp64 👀 Pfizer's CEO cashe… https://t.co/4skni82RUp,1111alive,🇳🇱
2021-01-05 12:54:01,Pfizer/BioNTech COVID-19 Vaccine Becomes First to Receive Emergency Validation from WHO:The COVID-19 vaccine from..… https://t.co/RGp1iWTQyR,HospiMedica,
2021-01-05 12:53:58,A nurse in perfect health in Portugal died the next morning after receiving Pfizer covid 19  vaccination.   Again R… https://t.co/JNUVi6fg4t,Johan_Grob,"Rome, Italy"
2021-01-05 12:53:15,"Portuguese Health Worker, 41, Dies Suddenly Two Days After Getting the Pfizer Covid Vaccine https://t.co/fInh872cU7",woodywood143,
2021-01-05 12:52:31,GUYS I’ve had my Pfizer Covid-19 vaccination!,nicewigjanis,
2021-01-05 12:51:30,EU negotiating boost in Covid-19 doses from Pfizer/BioNTech to 600m https://t.co/ZQvwwInYT3,Sharecastcom,The City of London
2021-01-05 12:50:44,"@LionelMedia @megapersonality Not really, cuz he was only a long-term President and didn't actually accomplish much… https://t.co/w410ynGKww",JayHSalem,"Stafford Springs, CT"
2021-01-05 12:48:32,The Telegraph - The priority list for the Oxford and Pfizer vaccines - and how they will be rolled out https://t.co/QUviICsbZe,SilberFunNews,
2021-01-05 12:48:02,"The EU is negotiating with Pfizer and BioNTech on a deal that could double their supply of Covid-19 vaccine, source… https://t.co/Rmsx9DeQP3",business,New York and the World
2021-01-05 12:48:00,@GMB @Keir_Starmer @piersmorgan @susannareid100 Piers !! #goodmorningbritain   https://t.co/6PhlFjRKMh,markoneill04,UK
2021-01-05 12:47:29,"It's purely political posturing as mathematically, best case is 2x at 50% vs x at &gt;90%. #ToryLies #Covid19UK   No d… https://t.co/nnD5sPE01u",SoftDvil,Oxfordshire
2021-01-05 12:47:18,"@DanPriceSeattle I’m not anti-vax, I’m for safe vaccines. I empathize w/people who have no trust in vaccines being… https://t.co/ZWqOuOQFpN",IrenePotashner,"Texas, USA"
2021-01-05 12:47:12,"There’s a guy on the Shankhill Road in Belfast, selling COVID vaccinations!  £2 each or 3 for a Pfizer   😉",SpudCVM,Belfast
2021-01-05 12:46:44,@RaheemKassam Interesting how Pfizer waited to just after the election to announce their Covid-19 vaccine.,Q90ceo,
2021-01-05 12:46:44,Portuguese health worker dies 2 days after receiving vaccine  https://t.co/R5alftavvn,killuminati0791,
2021-01-05 12:46:42,"Pfizer = Vaccine from hell I hope whoever related, they deprived from all  positive karma and suffer punishment  https://t.co/OaVacNugaK",yonarch,BumIndonesia
2021-01-05 12:45:08,Could we maybe trust that BioNTech &amp; Pfizer know their vaccine?  Both warned “that they had no evidence that their… https://t.co/KwsZ0lRsYu,rocza,"Merrimack Valley, MA"
2021-01-05 12:43:43,Switzerland reports first death after Pfizer COVID-19 vaccine shot https://t.co/gCtJa2ZzDl,Scarsbrook_G,"South West, England"
2021-01-05 12:43:39,"Portuguese Health Worker Dies After Receiving Pfizer COVID Vaccine | Sahara Reporters   Ms Acevedo's father, Abilio… https://t.co/iXJJ17hPRD",SaifRikiji,"Abuja, Nigeria"
2021-01-05 12:43:33,https://t.co/RJ26jqOKtT  Those targeting #BharatBiotech please check this   Ask for: Efficacy data. Phase3 trial data Etc,deldiablo6,From Oort Cloud
2021-01-05 12:43:23,"""The #UK has acquired 100 million doses of the #Oxford jab and 40 million doses of the #Pfizer jab through its vacc… https://t.co/8xo2jitcIv",PinkCerberus,
2021-01-05 12:43:22,"@CBCOttawa Garden Terrace LTC ,my 95 yr old mother resident/2 receive #COVID vaccine Sunday Jan 10. Ottawa Hospital… https://t.co/N0UV2r8Gmz",gowd2,"Ottawa, Ontario Canada"
2021-01-05 12:42:57,Total disingenuous for media to regurgitate SA government press releases and say it couldn’t have been different. M… https://t.co/JAB5QJbcmp,IlanStrauss,Global
2021-01-05 12:42:45,@timbhealey This mentions that doses won’t be available until the summer potentially.  https://t.co/TysqHVJz9N,MSVDJevents,"Hudson Valley , NY"
2021-01-05 12:42:33,@jkenney @AHS_media What is the vaccine for Jason?  Don't be proud of what you're promoting.… https://t.co/8XNnggrD0e,AlbertarocksTA,Singapork
2021-01-05 12:42:11,"BioNTech and Pfizer have warned against delaying the provision of a second dose of their vaccine, after the UK gove… https://t.co/YAYS3D5MRi",snowleopardess,"South East London, UK"
2021-01-05 12:41:27,Portuguese health worker dies two days after getting the Pfizer covid-19 vaccine as her father demands answers...Re… https://t.co/qIlYhHg6kb,HotunzBlog,Global
2021-01-05 12:41:11,"Portuguese health worker, 41, dies two days after getting #Pfizer jab #VaccineDeath   https://t.co/RZcJRYV2tS via @MailOnline",quiscustodis,Rutland
2021-01-05 12:40:32,"@Ryanlavelle6 @DevorguillaScot @theoctobear Yes, the pfizer vaccine has a scaffolding the holds a covid spike prote… https://t.co/7OlHD6fMZu",Steampunk_Dave,"Secret Lab. Yeah, that's right"
2021-01-05 12:40:08,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/pDmF7ig12a via @MailOnline",KuhnenVilma,
2021-01-05 12:38:14,"No data to support delay of second Covid vaccine dose, say Pfizer and BioNTech - so why is our idiotic government t… https://t.co/9NwZxGtPJL",ADHD_BadBoy,"Totnes, Devon, UK"
2021-01-05 12:38:08,News at a Glance - 01.05.21 https://t.co/9V98TgCsVl #oil #stocks #COVID19 EU seeks up to 300 million more Pfizer –… https://t.co/bJ9WPuicEM,mikebertelsen,"Aledo, Illinois USA"
2021-01-05 12:36:46,"The EU is negotiating with Pfizer and BioNTech on a deal that could double their supply of Covid-19 vaccine, source… https://t.co/GKPBYBFU01",GeraldineAmiel,"Paris, France"
2021-01-05 12:36:09,Portuguese Nurse Dies Suddenly After Receiving Pfizer #Covid_19 Vaccine https://t.co/hkIAdScGFW,Russ_Warrior,
2021-01-05 12:35:37,I am an RN. I just got shot #1 of the Pfizer COVID-19 vaccine. Thank YOU @realDonaldTrump for #OperationWarpSpeed #GoGetYourShot people!,KatAmerican,Brighton by the Bay Maryland
2021-01-05 12:35:21,The vaccine by Pfizer is expected to arrive end of February while AstraZeneca is in the first quarter.      To date… https://t.co/DmmdDpDK6a,jonnyha,Somewhere in Asia (for now)
2021-01-05 12:35:16,(Pfizer-BioNTech COVID-19 vaccine) and mRNA 1273 (Moderna COVID-19 vaccine) received emergency use authorization in… https://t.co/umDAmgBau1,Infect_Dis_Ther,
2021-01-05 12:34:28,The first nurses in the US to get the Pfizer COvID vaccine have not gotten their second dose.  It is such a relief… https://t.co/LvvD6iVbPZ,rhappe,Boston
2021-01-05 12:34:27,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/17VTFx9aZP",PressResetEarth,"Boston, MA"
2021-01-05 12:33:49,"Dr. Levine said 166,725 doses of the #Pfizer  vaccine are set to arrive this week, of which 97,500 are reserved for… https://t.co/DjP3X9mhak",JLMiller_Trib,"Youngwood, PA"
2021-01-05 12:31:43,WHO Lists Pfizer/BioNTech COVID-19 Vaccine for Emergency Use  https://t.co/IgMFp05KxJ,nyrxman,"Charlotte, NC"
2021-01-05 12:31:37,"https://t.co/rtXh12d7bg @TomClarke_ITV @BBCHughPym This is News. Why is it being suppressed? I'm NOT Anti Vax, but… https://t.co/L7WZsEw5D6",Tyza1971,UK
2021-01-05 12:30:35,@wmiddelkoop Pfizer top is not taking the vaccine:  https://t.co/6LezY1GDea,Fleur_Ru11,
2021-01-05 12:29:04,There's a guy on the Shankill Road selling COVID vaccinations!  £2 each or 3 for a pfizer,punkmum,Belfast
2021-01-05 12:28:56,@FabPea0 @ABC Not so sure about that.   You can’t sue Pfizer or Moderna if you have severe Covid vaccine side effec… https://t.co/7CMH17NroI,Radnoms,
2021-01-05 12:28:44,Health worker dies two days after receiving Pfizer's COVID vaccine https://t.co/5eKen1gt22 via @ibtimes_india,bufallobill1981,
2021-01-05 12:25:18,"The EU is negotiating with Pfizer and BioNTech on a deal that could double their supply of Covid-19 vaccine, source… https://t.co/gKwITGi0AJ",AlbertoNardelli,"London, England"
2021-01-05 12:25:14,Pfizer vaccine again...  Portuguese Nurse Dies Suddenly After Receiving COVID Vaccine  https://t.co/MBQL10FOEf $pfe,TheWuhanClan,Mandate of Heaven
2021-01-05 12:24:51,Dubai Steps Up Rollout Of The Pfizer Jab https://t.co/byxIXmCtqW By @bsa_bh,LawNewsAfrica,World Wide
2021-01-05 12:24:50,Dubai Steps Up Rollout Of The Pfizer Jab https://t.co/furdTRZwBa By @bsa_bh,OffshoreNews,Cayman Islands
2021-01-05 12:24:36,@celliottability / @RickHillier5 team screws up the dates. Vaccinations cancelled in Wellington-Dufferin-Guelph but… https://t.co/NQImfEWhXF,theslimdude,"Ontario, Canada"
2021-01-05 12:24:34,"The COVID vaccine is an mRNA vaccine, which makes it the first of its kind in human history. Although deemed safe,… https://t.co/DLjmeUbDNw",Swishkins,
2021-01-05 12:24:32,The priority list for the Oxford and Pfizer vaccines - and how they will be rolled out https://t.co/4MpCfPWTcp,shufqat,
2021-01-05 12:24:31,"Oxford Covid-19 vaccine Q&amp;A: How effective is it, and how is it different to the Pfizer vaccine? https://t.co/G0XgIdEmFa",shufqat,
2021-01-05 12:22:47,"Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father says he 'wants ans… https://t.co/3Ll6zRGF0V",tempusRevocatus,
2021-01-05 12:22:37,Just had my Pfizer Covid vaccine https://t.co/GQfQkflVFD,clementosuhor,"London, United Kingdom"
2021-01-05 12:22:17,@denisebatters Damn Trudeau cutting off supply chains to vaccine producers making them slow down production....... https://t.co/AHReiB6K2f,dale_oldman,Alberta
2021-01-05 12:22:01,"The EU is negotiating with Pfizer and BioNTech on a deal that could double their supply of Covid-19 vaccine, source… https://t.co/Hc78x5Wcu5",gssullivan,"Washington, DC"
2021-01-05 12:21:58,"@comousemareia @_Leitadas_Loen Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine a… https://t.co/XFcdr27Uuu",FabioIng,
2021-01-05 12:21:53,"@_Leitadas_Loen Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father sa… https://t.co/hM8rUjUFq4",FabioIng,
2021-01-05 12:21:09,#COVID Vaccination is a huge task ahead for every country. Even UK that started 1 month ago ( using riskier emergen… https://t.co/gMckkmBKBR,domdelport,"Paris, Rueil-Malmaison"
2021-01-05 12:21:08,What😂 Share this post/Comment!  Brazilian President Jair Bolsonaro criticized the Pfizer-BioNTech vaccine in a biza… https://t.co/IARvk9g5jO,TheFactGlobe,
2021-01-05 12:20:54,@justrap @VusiSambo We certainly do better than the Pfizer covid vax,0bserv0r1,
2021-01-05 12:20:39,"@Donamaria57C @o_antagonista Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as… https://t.co/VqIog8DmuO",FabioIng,
2021-01-05 12:20:29,"Update re Pfizer vaccine and severe allergies (anaphylaxis). ""Anyone with a previous history of allergic reactions… https://t.co/0KZDQuODcQ",drmarkporter,Cotswolds
2021-01-05 12:20:00,Have you gotten the first shot of the COVID-19 vaccine yet?  South Carolina health officials said the state expects… https://t.co/8h5wdOkSNy,ABCNews4,"Charleston, SC"
2021-01-05 12:20:00,"The father of the 41-year-old described her as a “well and happy” person who “never drank alcohol, didn’t eat anyth… https://t.co/0loLcALGgM",WIONews,India
2021-01-05 12:19:21,"The EU is negotiating with Pfizer and BioNTech on a deal that could double their supply of Covid-19 vaccine, source… https://t.co/sDz6DDw8TZ",v_dendrinou,Brussels
2021-01-05 12:19:14,"@knalquestionese Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father s… https://t.co/ixcvGJE1gP",FabioIng,
2021-01-05 12:19:09,"@questionesebr @knalquestionese Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine… https://t.co/jtF5gbUWlQ",FabioIng,
2021-01-05 12:19:05,"@questionesebr @knalquestionese Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine… https://t.co/sEtqft86we",FabioIng,
2021-01-05 12:19:01,"@questionesebr @knalquestionese Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine… https://t.co/9YYucLqnKj",FabioIng,
2021-01-05 12:18:57,"@newsmax Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father says he '… https://t.co/7Al1FViWQB",FabioIng,
2021-01-05 12:18:49,"@revistaoeste Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father says… https://t.co/9MyGDzExot",FabioIng,
2021-01-05 12:18:45,"@TonyStarkMeta Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father say… https://t.co/ftVyDqipf6",FabioIng,
2021-01-05 12:18:40,"@awake_giants_br @knalquestionese @riachuelo @flaviogr Portuguese health worker, 41, dies two days after getting th… https://t.co/9kueoDuVYx",FabioIng,
2021-01-05 12:18:37,"@JooBoscoDeMora6 Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father s… https://t.co/i7NDpEdRbB",FabioIng,
2021-01-05 12:18:33,"@carteiroreaca @VlogdoLisboa Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as… https://t.co/kY7enGJIRh",FabioIng,
2021-01-05 12:18:27,"@bielconn Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father says he… https://t.co/1mqJJ6TN6x",FabioIng,
2021-01-05 12:18:21,"@FilipeMenezes31 Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father s… https://t.co/nSIWhJpYce",FabioIng,
2021-01-05 12:18:20,@CynthiaNixon @JaniceDean Ask him about Pfizer manufacturing plant in Pearl River NY  Employed 5k people making bil… https://t.co/xvb4zS5Ilu,JoeBio4,
2021-01-05 12:18:17,"@newsmax Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father says he '… https://t.co/JBJebiHGbn",FabioIng,
2021-01-05 12:18:13,"@fabifbbr Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father says he… https://t.co/v2lhGHHetQ",FabioIng,
2021-01-05 12:18:09,"@erikazinhauau @kimpaim Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her f… https://t.co/CaZZQ3qzNn",FabioIng,
2021-01-05 12:17:53,"No data to support delay of second Covid vaccine dose, say Pfizer and BioNTech https://t.co/sNEFmYAKqS",AlfredoDamtram,
2021-01-05 12:17:48,"@newsmax @gregkellyusa Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her fa… https://t.co/ZDA5Mf5cHO",FabioIng,
2021-01-05 12:17:44,"@realDonaldTrump Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father s… https://t.co/CsTw15xlDg",FabioIng,
2021-01-05 12:17:40,"@flaviogordon @allanldsantos @ludmilagrilo Portuguese health worker, 41, dies two days after getting the Pfizer cov… https://t.co/VY8i6ZWWiG",FabioIng,
